member_id,n_txns,first_txn,last_txn,days_since_last,active_span_days,lifetime_spend,avg_basket,points_balance,redemptions,channels_used,brands_used,main_brand,avg_gap_days,overdue_ratio,annualised_spend,tier,tier_rank,country,home_brand,email,flag_profile_conflicted,flag_shared_email
M01745,6,2023-12-26,2025-07-19,346,571,276.13,46.02,554.0,0,3,1,PulseHome,114.2,3.03,176.51,Gold,3,GB,PulseHome,member01745@example.com,false,false
M01896,6,2023-11-03,2025-07-19,346,624,428.06,71.34,986.0,0,2,1,PulseMart,124.8,2.77,250.39,Silver,2,GB,PulseMart,member01896@example.com,false,false
M01951,5,2021-08-21,2025-02-21,494,1280,242.04,48.41,339.0,2,2,1,PulseHome,320.0,1.54,69.02,Gold,3,US,PulseHome,member01951@example.com,false,false
M01985,5,2023-12-19,2025-09-09,294,630,439.07,87.81,860.0,1,3,1,PulseMart,157.5,1.87,254.38,Bronze,1,US,PulseMart,member01985@example.com,false,false
M02150,7,2022-09-18,2025-05-04,422,959,346.58,49.51,607.0,0,3,1,PulseEats,159.8,2.64,131.91,Bronze,1,SG,PulseEats,member02150@example.com,false,false
M02398,10,2024-07-19,2026-03-04,118,593,820.89,82.09,1203.0,2,3,2,PulseEats,65.9,1.79,505.27,Gold,3,IN,PulseEats,member02398@example.com,false,false
M02437,7,2023-01-18,2025-08-09,325,934,459.08,65.58,1039.0,0,3,2,PulseMart,155.7,2.09,179.4,Bronze,1,IN,PulseMart,member02437@example.com,false,false
M02568,4,2023-10-18,2025-01-29,517,469,226.61,56.65,356.0,2,3,2,PulseMart,156.3,3.31,176.36,Bronze,1,GB,PulseMart,member02568@example.com,false,false
M02763,5,2022-10-29,2025-06-29,366,974,311.79,62.36,552.0,1,2,2,PulseHome,243.5,1.5,116.84,Bronze,1,GB,PulseHome,member02763@example.com,false,false
M02814,5,2023-07-23,2025-05-28,398,675,203.58,40.72,303.0,1,2,2,PulseEats,168.8,2.36,110.08,Silver,2,AE,PulseEats,member02814@example.com,false,false
M02836,7,2022-09-07,2025-02-04,511,881,468.47,66.92,795.0,1,3,1,PulseEats,146.8,3.48,194.09,Bronze,1,SG,PulseEats,member02836@example.com,false,false
M02981,5,2024-08-14,2025-12-09,203,482,528.03,105.61,762.0,1,3,2,PulseEats,120.5,1.68,399.86,Bronze,1,SG,PulseEats,member02981@example.com,false,false
M03274,6,2024-09-10,2026-01-08,173,485,368.05,61.34,754.0,0,3,3,PulseHome,97.0,1.78,276.99,Bronze,1,AE,PulseHome,member03274@example.com,false,false
M03326,8,2023-01-28,2025-08-26,308,941,492.39,61.55,797.0,2,3,2,PulseHome,134.4,2.29,190.99,Bronze,1,SG,PulseHome,member03326@example.com,false,false
M03532,7,2025-01-15,2026-02-14,136,395,366.92,52.42,518.0,2,3,2,PulseEats,65.8,2.07,339.05,Bronze,1,IN,PulseEats,member03532@example.com,false,false
M03731,5,2024-08-02,2025-11-12,230,467,358.65,71.73,673.0,1,2,2,PulseMart,116.8,1.97,280.32,Bronze,1,IN,PulseMart,member03731@example.com,false,false
M04034,5,2024-04-26,2025-08-03,331,464,245.17,49.03,429.0,0,3,1,PulseEats,116.0,2.85,192.86,Bronze,1,GB,PulseEats,member04034@example.com,false,false
M04214,6,2024-05-11,2025-12-23,189,591,395.32,65.89,739.0,1,3,3,PulseMart,118.2,1.6,244.15,Platinum,4,GB,PulseMart,member04214@example.com,false,false
M04387,5,2024-01-21,2025-10-13,260,631,251.96,50.39,579.0,0,3,1,PulseMart,157.8,1.65,145.75,Silver,2,US,PulseMart,member04387@example.com,false,false
M04532,6,2022-01-24,2025-03-18,469,1149,548.94,91.49,1252.0,0,3,2,PulseMart,229.8,2.04,174.38,Bronze,1,US,PulseMart,member04532@example.com,false,false
M04689,6,2024-04-16,2025-12-24,188,617,472.58,78.76,785.0,2,2,2,PulseHome,123.4,1.52,279.57,Silver,2,GB,PulseHome,member04689@example.com,false,false
M04934,6,2024-03-26,2025-09-15,288,538,289.99,48.33,156.0,4,2,1,PulseEats,107.6,2.68,196.74,Platinum,4,US,PulseEats,member04934@example.com,false,false
M05266,8,2022-05-04,2025-04-20,436,1082,605.16,75.65,1179.0,1,3,2,PulseHome,154.6,2.82,204.14,Gold,3,IN,PulseHome,member05266@example.com,false,false
M06114,4,2023-10-20,2025-06-09,386,598,279.57,69.89,490.0,0,2,1,PulseEats,199.3,1.94,170.64,Platinum,4,GB,PulseEats,member06114@example.com,false,false
M06118,5,2024-04-23,2025-08-22,312,486,420.33,84.07,686.0,1,3,1,PulseEats,121.5,2.57,315.68,Bronze,1,GB,PulseEats,member06118@example.com,false,false
M06254,4,2024-01-06,2025-08-24,310,596,330.93,82.73,573.0,1,2,1,PulseHome,198.7,1.56,202.67,Bronze,1,IN,PulseHome,member06254@example.com,false,false
M06359,7,2023-06-04,2025-06-20,375,747,414.53,59.22,685.0,1,3,2,PulseEats,124.5,3.01,202.55,Gold,3,GB,PulseEats,member06359@example.com,false,false
M06581,5,2024-07-23,2025-12-05,207,500,619.39,123.88,1084.0,0,2,1,PulseEats,125.0,1.66,452.15,Gold,3,IN,PulseEats,member06581@example.com,false,false
M06749,4,2024-06-06,2025-08-27,307,447,218.84,54.71,502.0,0,2,1,PulseMart,149.0,2.06,178.69,Bronze,1,IN,PulseMart,member06749@example.com,false,false
M06881,10,2023-10-09,2026-02-08,142,853,501.62,50.16,761.0,2,3,1,PulseEats,94.8,1.5,214.64,Platinum,4,IN,PulseEats,member06881@example.com,false,false
M06944,4,2023-01-12,2025-02-04,511,754,146.29,36.57,255.0,0,3,1,PulseEats,251.3,2.03,70.82,Silver,2,IN,PulseEats,member06944@example.com,false,false
M06996,6,2023-03-23,2025-09-14,289,906,358.39,59.73,681.0,1,3,1,PulseMart,181.2,1.59,144.38,Silver,2,AE,PulseMart,member06996@example.com,false,false
M07107,11,2024-01-29,2025-12-04,208,675,593.11,53.92,1165.0,0,3,2,PulseEats,67.5,3.08,320.72,Bronze,1,US,PulseEats,member07107@example.com,false,false
M07187,5,2023-01-16,2025-04-01,455,806,472.04,94.41,725.0,1,3,1,PulseEats,201.5,2.26,213.77,Bronze,1,US,PulseEats,member07187@example.com,false,false
M07477,9,2024-12-28,2026-03-16,106,443,450.92,50.1,913.0,0,3,2,PulseHome,55.4,1.91,371.53,Bronze,1,US,PulseHome,member07477@example.com,false,false
M07489,6,2022-10-22,2025-07-30,335,1012,389.71,64.95,708.0,0,3,2,PulseEats,202.4,1.66,140.56,Bronze,1,US,PulseEats,member07489@example.com,false,false
M07601,6,2022-01-10,2025-05-27,399,1233,405.26,67.54,696.0,1,3,2,PulseHome,246.6,1.62,119.97,Bronze,1,IN,PulseHome,member07601@example.com,false,false
M07905,6,2024-12-18,2026-02-11,139,420,293.93,48.99,587.0,1,2,2,PulseMart,84.0,1.65,255.44,Bronze,1,US,PulseMart,member07905@example.com,false,false
M08422,6,2023-08-11,2025-10-20,253,801,334.39,55.73,584.0,1,3,3,PulseHome,160.2,1.58,152.37,Gold,3,US,PulseHome,member08422@example.com,false,false
M08641,8,2022-07-16,2025-07-22,343,1102,515.03,64.38,831.0,1,3,2,PulseEats,157.4,2.18,170.59,Bronze,1,IN,PulseEats,member08641@example.com,false,false
M08746,4,2022-12-11,2025-01-17,529,768,173.51,43.38,348.0,0,1,1,PulseHome,256.0,2.07,82.46,Bronze,1,AE,PulseHome,member08746@example.com,false,false
M08949,6,2023-06-23,2025-08-19,315,788,370.17,61.7,650.0,0,2,1,PulseEats,157.6,2.0,171.46,Silver,2,AE,PulseEats,member08949@example.com,false,false
M09206,6,2024-09-30,2026-01-13,168,470,372.16,62.03,528.0,1,3,1,PulseEats,94.0,1.79,289.02,Bronze,1,GB,PulseEats,member09206@example.com,false,false
M09478,7,2021-03-01,2025-04-01,455,1492,293.05,41.86,594.0,2,2,1,PulseMart,248.7,1.83,71.69,Bronze,1,US,PulseMart,member09478@example.com,false,false
M09617,5,2023-09-15,2025-08-05,329,690,394.36,78.87,650.0,1,3,1,PulseEats,172.5,1.91,208.61,Silver,2,IN,PulseEats,member09617@example.com,false,false
M09834,6,2021-10-26,2025-04-19,437,1271,583.43,97.24,1281.0,1,3,1,PulseMart,254.2,1.72,167.55,Bronze,1,IN,PulseMart,member09834@example.com,false,false
M09940,9,2022-06-21,2025-09-15,288,1182,397.24,44.14,626.0,3,3,2,PulseMart,147.8,1.95,122.67,Gold,3,SG,PulseMart,member09940@example.com,false,false
M10016,4,2024-02-21,2025-06-15,380,480,134.93,33.73,237.0,0,2,1,PulseEats,160.0,2.38,102.6,Gold,3,IN,PulseEats,member10016@example.com,false,false
M10126,9,2022-06-04,2025-03-06,481,1006,448.65,49.85,898.0,0,3,1,PulseHome,125.8,3.83,162.78,Bronze,1,SG,PulseHome,member10126@example.com,false,false
M10239,7,2022-09-30,2025-09-21,282,1087,571.68,81.67,956.0,1,3,1,PulseEats,181.2,1.56,191.96,Bronze,1,IN,PulseEats,member10239@example.com,false,false
M10342,8,2024-03-02,2025-12-24,188,662,537.14,67.14,1036.0,1,3,3,PulseHome,94.6,1.99,296.16,Silver,2,US,PulseHome,member10342@example.com,false,false
M10407,7,2023-03-03,2025-07-01,364,851,720.06,102.87,1160.0,1,3,1,PulseEats,141.8,2.57,308.84,Gold,3,US,PulseEats,member10407@example.com,false,false
M10530,7,2024-12-07,2026-02-26,124,446,434.0,62.0,713.0,1,3,2,PulseHome,74.3,1.67,355.18,Silver,2,US,PulseHome,member10530@example.com,false,false
M11058,6,2021-08-04,2025-03-30,457,1334,408.04,68.01,732.0,1,3,2,PulseHome,266.8,1.71,111.65,Bronze,1,SG,PulseHome,member11058@example.com,false,false
M11221,7,2025-01-09,2026-02-22,128,409,569.13,81.3,734.0,2,3,2,PulseEats,68.2,1.88,507.9,Bronze,1,GB,PulseEats,member11221@example.com,false,false
M11265,6,2023-09-19,2025-09-19,284,731,384.55,64.09,769.0,0,3,1,PulseHome,146.2,1.94,192.01,Bronze,1,IN,PulseHome,member11265@example.com,false,false
M11415,4,2023-07-21,2025-06-01,394,681,360.2,90.05,716.0,0,1,2,PulseEats,227.0,1.74,193.06,Silver,2,US,PulseEats,member11415@example.com,false,false
M11598,4,2023-02-10,2025-05-12,414,822,313.93,78.48,672.0,1,2,1,PulseMart,274.0,1.51,139.4,Gold,3,IN,PulseMart,member11598@example.com,false,false
M12300,8,2023-05-31,2025-11-20,222,904,797.66,99.71,1395.0,0,3,1,PulseEats,129.1,1.72,322.06,Bronze,1,SG,PulseEats,member12300@example.com,false,false
M12307,6,2023-10-13,2025-07-22,343,648,322.89,53.82,743.0,0,3,1,PulseMart,129.6,2.65,181.87,Bronze,1,US,PulseMart,member12307@example.com,false,false
M12370,4,2023-10-03,2025-06-27,368,633,204.08,51.02,356.0,1,3,1,PulseHome,211.0,1.74,117.68,Bronze,1,US,PulseHome,member12370@example.com,false,false
M12603,6,2024-07-30,2026-01-05,176,524,495.59,82.6,1009.0,0,3,2,PulseHome,104.8,1.68,345.21,Silver,2,IN,PulseHome,member12603@example.com,false,false
M12610,6,2023-10-25,2025-07-24,341,638,506.16,84.36,877.0,3,2,1,PulseMart,127.6,2.67,289.57,Platinum,4,US,PulseMart,member12610@example.com,false,false
M12686,4,2023-05-06,2025-01-17,529,622,136.62,34.16,273.0,0,2,1,PulseHome,207.3,2.55,80.17,Silver,2,US,PulseHome,member12686@example.com,false,false
M13210,5,2023-11-26,2025-08-01,333,614,298.24,59.65,597.0,0,2,1,PulseHome,153.5,2.17,177.29,Bronze,1,US,PulseHome,member13210@example.com,false,false
M13297,5,2024-06-28,2025-09-15,288,444,397.55,79.51,796.0,0,3,1,PulseHome,111.0,2.59,326.81,Bronze,1,SG,PulseHome,member13297@example.com,false,false
M13464,6,2022-09-11,2025-05-30,396,992,562.83,93.81,1006.0,1,3,2,PulseEats,198.4,2.0,207.09,Bronze,1,US,PulseEats,member13464@example.com,false,false
M13935,7,2022-02-15,2025-07-30,335,1261,399.18,57.03,699.0,0,3,1,PulseEats,210.2,1.59,115.54,Bronze,1,US,PulseEats,member13935@example.com,false,false
M14109,5,2024-08-27,2025-10-10,263,409,308.24,61.65,710.0,0,3,1,PulseMart,102.3,2.57,275.08,Platinum,4,US,PulseMart,member14109@example.com,false,false
M14251,5,2023-05-29,2025-07-15,350,778,457.45,91.49,1034.0,0,3,2,PulseMart,194.5,1.8,214.61,Bronze,1,US,PulseMart,member14251@example.com,false,false
M14253,5,2024-01-22,2025-07-28,337,553,272.25,54.45,554.0,0,2,2,PulseHome,138.3,2.44,179.69,Bronze,1,SG,PulseHome,member14253@example.com,false,false
M14342,5,2023-07-11,2025-07-21,344,741,180.59,36.12,366.0,1,3,1,PulseMart,185.3,1.86,88.95,Bronze,1,US,PulseMart,member14342@example.com,false,false
M14903,5,2022-12-27,2025-01-21,525,756,312.26,62.45,568.0,1,2,1,PulseMart,189.0,2.78,150.76,Gold,3,IN,PulseMart,member14903@example.com,false,false
M14931,4,2023-03-25,2025-02-09,506,687,464.58,116.15,984.0,0,2,2,PulseHome,229.0,2.21,246.83,Silver,2,IN,PulseHome,member14931@example.com,false,false
M15189,5,2022-09-26,2025-03-12,475,898,339.32,67.86,753.0,0,3,2,PulseMart,224.5,2.12,137.92,Silver,2,AE,PulseMart,member15189@example.com,false,false
M15748,5,2024-06-25,2025-10-06,267,468,286.0,57.2,515.0,1,3,1,PulseHome,117.0,2.28,223.06,Silver,2,IN,PulseHome,member15748@example.com,false,false
M15836,7,2021-11-25,2025-06-03,392,1286,428.36,61.19,700.0,1,3,1,PulseEats,214.3,1.83,121.58,Gold,3,AE,PulseEats,member15836@example.com,false,false
M15876,6,2024-02-10,2025-11-23,219,652,408.8,68.13,868.0,1,3,2,PulseMart,130.4,1.68,228.85,Silver,2,US,PulseMart,member15876@example.com,false,false
M16131,7,2023-11-05,2025-12-14,198,770,700.0,100.0,1399.0,0,2,1,PulseHome,128.3,1.54,331.82,Bronze,1,IN,PulseHome,member16131@example.com,false,false
M16205,4,2023-05-17,2025-06-11,384,756,325.05,81.26,651.0,0,2,1,PulseHome,252.0,1.52,156.94,Gold,3,IN,PulseHome,member16205@example.com,false,false
M16463,6,2021-08-02,2025-02-18,497,1296,244.92,40.82,442.0,0,3,2,PulseEats,259.2,1.92,68.98,Silver,2,IN,PulseEats,member16463@example.com,false,false
M16498,7,2022-07-06,2025-03-10,477,978,421.05,60.15,642.0,3,3,2,PulseMart,163.0,2.93,157.14,Bronze,1,US,PulseMart,member16498@example.com,false,false
M16686,4,2023-12-28,2025-05-31,395,520,230.39,57.6,429.0,1,2,1,PulseMart,173.3,2.28,161.72,Bronze,1,AE,PulseMart,member16686@example.com,false,false
M16687,5,2024-08-18,2025-10-18,255,426,229.29,45.86,395.0,1,2,3,PulseEats,106.5,2.39,196.46,Silver,2,GB,PulseEats,member16687@example.com,false,false
M16862,10,2023-06-01,2026-01-18,163,962,751.33,75.13,1314.0,0,3,1,PulseEats,106.9,1.52,285.07,Bronze,1,US,PulseEats,member16862@example.com,false,false
M16900,4,2023-05-23,2025-04-03,453,681,279.01,69.75,551.0,1,2,2,PulseMart,227.0,2.0,149.54,Gold,3,SG,PulseMart,member16900@example.com,false,false
M16990,6,2023-07-06,2025-07-10,355,735,528.02,88.0,1214.0,0,3,1,PulseMart,147.0,2.41,262.21,Bronze,1,IN,PulseMart,member16990@example.com,false,false
M17692,7,2022-10-13,2025-09-06,297,1059,435.6,62.23,872.0,0,3,1,PulseHome,176.5,1.68,150.14,Gold,3,IN,PulseHome,member17692@example.com,false,false
M17710,7,2022-02-24,2025-03-07,480,1107,360.43,51.49,732.0,0,3,2,PulseHome,184.5,2.6,118.84,Silver,2,US,PulseHome,member17710@example.com,false,false
M17801,4,2024-01-13,2025-07-08,357,542,284.23,71.06,489.0,1,2,2,PulseEats,180.7,1.98,191.41,Platinum,4,US,PulseEats,member17801@example.com,false,false
M17904,4,2023-12-30,2025-03-21,466,447,207.55,51.89,353.0,2,3,1,PulseMart,149.0,3.13,169.48,Platinum,4,GB,PulseMart,member17904@example.com,false,false
M18269,7,2024-08-07,2026-01-31,150,542,497.65,71.09,608.0,2,3,2,PulseHome,90.3,1.66,335.13,Bronze,1,US,PulseHome,member18269@example.com,false,false
M18310,5,2022-09-20,2025-04-22,434,945,306.87,61.37,571.0,0,2,3,PulseEats,236.3,1.84,118.53,Bronze,1,GB,PulseEats,member18310@example.com,false,false
M18531,5,2024-10-22,2025-11-08,234,382,269.58,53.92,421.0,1,3,2,PulseEats,95.5,2.45,257.58,Bronze,1,IN,PulseEats,member18531@example.com,false,false
M18571,5,2024-01-17,2025-05-13,413,482,342.13,68.43,417.0,2,3,2,PulseEats,120.5,3.43,259.08,Silver,2,SG,PulseEats,member18571@example.com,false,false
M18575,4,2024-03-24,2025-05-08,418,410,224.96,56.24,518.0,0,2,1,PulseMart,136.7,3.06,200.27,Silver,2,IN,PulseMart,member18575@example.com,false,false
M18687,4,2023-09-27,2025-04-11,445,562,289.79,72.45,666.0,0,2,1,PulseMart,187.3,2.38,188.21,Bronze,1,AE,PulseMart,member18687@example.com,false,false
M18903,5,2022-12-16,2025-01-13,533,759,330.14,66.03,577.0,0,3,1,PulseEats,189.8,2.81,158.76,Gold,3,IN,PulseEats,member18903@example.com,false,false
M18953,6,2023-04-05,2025-05-14,412,770,333.04,55.51,570.0,1,2,2,PulseHome,154.0,2.68,157.87,Silver,2,IN,PulseHome,member18953@example.com,false,false
M18984,5,2024-02-18,2025-08-29,305,558,447.16,89.43,745.0,1,3,1,PulseHome,139.5,2.19,292.5,Gold,3,IN,PulseHome,member18984@example.com,false,false
M18987,5,2023-11-03,2025-07-03,362,608,248.35,49.67,422.0,1,3,2,PulseEats,152.0,2.38,149.09,Gold,3,SG,PulseEats,member18987@example.com,false,false
M19019,4,2024-01-31,2025-08-06,328,553,202.68,50.67,387.0,0,3,2,PulseEats,184.3,1.78,133.78,Gold,3,US,PulseEats,member19019@example.com,false,false
M19642,5,2021-11-30,2025-02-16,499,1174,307.82,61.56,516.0,1,2,1,PulseHome,293.5,1.7,95.7,Gold,3,US,PulseHome,member19642@example.com,false,false
M19915,8,2024-02-08,2026-01-16,165,708,492.65,61.58,893.0,1,2,3,PulseHome,101.1,1.63,253.98,Bronze,1,IN,PulseHome,member19915@example.com,false,false
M19963,8,2022-01-24,2025-07-09,356,1262,402.81,50.35,735.0,1,3,1,PulseHome,180.3,1.97,116.5,Silver,2,US,PulseHome,member19963@example.com,false,false
M20029,8,2023-08-09,2025-12-13,199,857,388.02,48.5,720.0,0,3,3,PulseEats,122.4,1.63,165.26,Silver,2,IN,PulseEats,member20029@example.com,false,false
M20402,5,2023-12-04,2025-09-18,285,654,411.89,82.38,848.0,1,2,1,PulseMart,163.5,1.74,229.88,Platinum,4,IN,PulseMart,member20402@example.com,false,false
M20475,9,2022-11-17,2025-09-06,297,1024,506.23,56.25,1000.0,0,3,3,PulseEats,128.0,2.32,180.44,Bronze,1,US,PulseEats,member20475@example.com,false,false
M20757,5,2024-10-22,2025-12-18,194,422,263.28,52.66,528.0,0,3,1,PulseHome,105.5,1.84,227.72,Platinum,4,US,PulseHome,member20757@example.com,false,false
M20844,4,2023-11-30,2025-03-22,465,478,330.23,82.56,694.0,1,3,1,PulseMart,159.3,2.92,252.16,Silver,2,IN,PulseMart,member20844@example.com,false,false
M20852,6,2024-11-27,2026-02-07,143,437,287.47,47.91,499.0,1,2,2,PulseHome,87.4,1.64,240.11,Silver,2,IN,PulseHome,member20852@example.com,false,false
M21172,6,2023-07-06,2025-07-11,354,736,435.25,72.54,688.0,3,3,2,PulseMart,147.2,2.4,215.85,Silver,2,IN,PulseMart,member21172@example.com,false,false
M21251,5,2024-12-13,2026-01-20,161,403,342.05,68.41,715.0,1,2,2,PulseMart,100.8,1.6,309.8,Gold,3,AE,PulseMart,member21251@example.com,false,false
M21269,6,2024-10-11,2025-12-09,203,424,417.14,69.52,711.0,1,3,2,PulseEats,84.8,2.39,359.09,Gold,3,US,PulseEats,member21269@example.com,false,false
M21357,5,2022-02-27,2025-02-13,502,1082,381.1,76.22,762.0,0,2,1,PulseHome,270.5,1.86,128.56,Silver,2,SG,PulseHome,member21357@example.com,false,false
M21693,4,2022-10-25,2025-02-03,512,832,160.75,40.19,162.0,3,3,1,PulseMart,277.3,1.85,70.52,Bronze,1,US,PulseMart,member21693@example.com,false,false
M21763,5,2024-08-27,2025-12-28,184,488,224.63,44.93,393.0,0,2,1,PulseEats,122.0,1.51,168.01,Bronze,1,AE,PulseEats,member21763@example.com,false,false
M21823,6,2023-10-28,2025-09-28,275,701,379.77,63.29,585.0,1,2,2,PulseHome,140.2,1.96,197.74,Bronze,1,IN,PulseHome,member21823@example.com,false,false
M22230,6,2024-05-06,2025-09-28,275,510,264.59,44.1,375.0,1,3,2,PulseEats,102.0,2.7,189.36,Bronze,1,US,PulseEats,member22230@example.com,false,false
M22249,9,2025-01-28,2026-03-10,112,406,774.84,86.09,1728.0,0,2,2,PulseMart,50.8,2.21,696.59,Gold,3,AE,PulseMart,member22249@example.com,false,false
M22371,6,2024-11-01,2026-02-05,145,461,389.51,64.92,780.0,0,2,1,PulseHome,92.2,1.57,308.4,Bronze,1,IN,PulseHome,member22371@example.com,false,false
M22437,5,2024-01-19,2025-08-23,311,582,270.73,54.15,478.0,1,2,2,PulseMart,145.5,2.14,169.79,Silver,2,IN,PulseMart,member22437@example.com,false,false
M22577,5,2023-08-02,2025-04-07,449,614,200.28,40.06,351.0,0,2,1,PulseEats,153.5,2.93,119.06,Gold,3,SG,PulseEats,member22577@example.com,false,false
M22701,7,2024-10-06,2026-02-20,130,502,329.6,47.09,744.0,0,2,2,PulseMart,83.7,1.55,239.65,Bronze,1,IN,PulseMart,member22701@example.com,false,false
M22732,6,2024-08-31,2025-10-13,260,408,536.97,89.49,951.0,1,3,3,PulseEats,81.6,3.19,480.38,Bronze,1,US,PulseHome,member22732@example.com,false,false
M22908,6,2025-01-18,2026-02-04,146,382,290.35,48.39,471.0,1,2,2,PulseEats,76.4,1.91,277.43,Gold,3,IN,PulseEats,member22908@example.com,false,false
M23207,4,2024-05-08,2025-06-02,393,390,351.3,87.83,615.0,0,2,1,PulseEats,130.0,3.02,328.78,Bronze,1,SG,PulseEats,member23207@example.com,false,false
M23296,7,2022-03-05,2025-08-02,332,1246,344.94,49.28,572.0,1,3,2,PulseEats,207.7,1.6,101.05,Bronze,1,US,PulseEats,member23296@example.com,false,false
M23377,7,2023-07-02,2025-11-20,222,872,383.98,54.85,858.0,0,2,2,PulseMart,145.3,1.53,160.73,Gold,3,IN,PulseMart,member23377@example.com,false,false
M23493,6,2023-07-10,2025-03-19,468,618,317.22,52.87,601.0,1,3,1,PulseMart,123.6,3.79,187.35,Gold,3,IN,PulseMart,member23493@example.com,false,false
M23495,6,2024-01-11,2025-09-29,274,627,290.61,48.44,508.0,0,3,1,PulseEats,125.4,2.19,169.17,Gold,3,IN,PulseEats,member23495@example.com,false,false
M23533,4,2023-03-25,2025-05-05,421,772,553.41,138.35,1172.0,1,3,1,PulseMart,257.3,1.64,261.65,Bronze,1,US,PulseMart,member23533@example.com,false,false
M23684,6,2023-07-26,2025-09-27,276,794,368.29,61.38,802.0,0,3,2,PulseMart,158.8,1.74,169.3,Silver,2,IN,PulseMart,member23684@example.com,false,false
M23790,5,2023-11-10,2025-04-30,426,537,389.74,77.95,485.0,1,3,1,PulseEats,134.3,3.17,264.91,Platinum,4,US,PulseEats,member23790@example.com,false,false
M23858,4,2024-02-04,2025-02-20,495,382,228.96,57.24,447.0,0,2,2,PulseHome,127.3,3.89,218.77,Bronze,1,IN,PulseHome,member23858@example.com,false,false
M23913,4,2024-03-30,2025-05-17,409,413,235.6,58.9,437.0,0,2,2,PulseEats,137.7,2.97,208.22,Silver,2,US,PulseEats,member23913@example.com,false,false
M24066,9,2021-09-20,2025-05-31,395,1349,637.77,70.86,995.0,2,3,2,PulseEats,168.6,2.34,172.56,Silver,2,IN,PulseEats,member24066@example.com,false,false
M24263,10,2024-06-14,2026-01-10,171,575,657.87,65.79,1297.0,0,3,2,PulseHome,63.9,2.68,417.6,Bronze,1,US,PulseHome,member24263@example.com,false,false
M24764,4,2023-03-16,2025-04-16,440,762,199.53,49.88,332.0,1,3,1,PulseMart,254.0,1.73,95.58,Platinum,4,IN,PulseMart,member24764@example.com,false,false
M25062,5,2024-04-16,2025-08-18,316,489,341.29,68.26,610.0,0,3,2,PulseEats,122.3,2.58,254.75,Bronze,1,AE,PulseEats,member25062@example.com,false,false
M25162,5,2022-06-18,2025-02-10,505,968,368.98,73.8,849.0,0,3,1,PulseMart,242.0,2.09,139.13,Gold,3,SG,PulseMart,member25162@example.com,false,false
M25168,10,2023-08-06,2025-12-13,199,860,543.46,54.35,883.0,1,3,1,PulseEats,95.6,2.08,230.65,Gold,3,IN,PulseEats,member25168@example.com,false,false
M25221,6,2023-03-19,2025-06-24,371,828,314.41,52.4,443.0,2,3,1,PulseHome,165.6,2.24,138.6,Silver,2,IN,PulseHome,member25221@example.com,false,false
